subscription_id,account_id,plan_tier,is_trial,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,churn_flag,total_usage_count,total_usage_duration_secs,total_error_count,distinct_features_used,usage_records,activated_flag,referral_source,industry
S-34f2f9,A-f19409,Enterprise,False,4577,54924,annual,True,False,99.0,25178.0,5.0,7.0,8.0,True,other,DevTools
S-54d2a3,A-712f1c,Enterprise,False,3383,40596,monthly,True,False,70.0,26537.0,8.0,8.0,9.0,True,ads,DevTools
S-d1350e,A-6c093d,Enterprise,False,12139,145668,annual,True,False,30.0,6612.0,0.0,2.0,2.0,False,partner,DevTools
S-e76e80,A-832ec2,Basic,True,0,0,monthly,True,False,68.0,26143.0,2.0,5.0,7.0,True,event,FinTech
S-f4097a,A-faa28c,Enterprise,False,9552,114624,monthly,False,False,52.0,8510.0,7.0,6.0,6.0,True,organic,HealthTech
S-d4f02f,A-342303,Pro,False,1372,16464,annual,True,False,7.0,574.0,1.0,1.0,1.0,False,other,EdTech
S-bf3403,A-0cc442,Enterprise,False,8955,107460,annual,False,False,50.0,16944.0,4.0,5.0,5.0,True,organic,EdTech
S-0a83cc,A-d922bf,Basic,True,0,0,annual,True,False,49.0,17151.0,0.0,3.0,4.0,False,ads,HealthTech
S-1a9fb7,A-b30291,Enterprise,False,3184,38208,monthly,True,False,28.0,8380.0,0.0,2.0,2.0,False,event,HealthTech
S-1a3627,A-86fc1d,Basic,True,0,0,monthly,True,False,25.0,7547.0,0.0,2.0,2.0,False,partner,DevTools
S-93f835,A-5a215a,Pro,False,4263,51156,monthly,True,False,68.0,18798.0,0.0,6.0,6.0,True,other,EdTech
S-75e469,A-b78bf8,Pro,False,1617,19404,monthly,True,False,25.0,3947.0,1.0,3.0,3.0,False,event,DevTools
S-409291,A-3932db,Pro,False,1764,21168,annual,True,False,74.0,24942.0,4.0,7.0,7.0,True,other,HealthTech
S-41cdf0,A-68f37c,Pro,True,0,0,monthly,True,True,21.0,9285.0,2.0,2.0,2.0,False,ads,HealthTech
S-5be27b,A-5b4ebb,Enterprise,False,4179,50148,annual,True,False,58.0,14214.0,2.0,6.0,6.0,True,other,Cybersecurity
S-8f7c91,A-ccb686,Basic,False,209,2508,annual,True,False,81.0,23231.0,7.0,7.0,7.0,True,other,DevTools
S-aaed3e,A-e6afc1,Pro,True,0,0,monthly,False,False,111.0,38765.0,8.0,9.0,12.0,True,ads,DevTools
S-4fdfa3,A-5a3eb9,Enterprise,False,3582,42984,monthly,True,False,77.0,25777.0,7.0,6.0,7.0,True,other,DevTools
S-f421c8,A-9badbd,Basic,False,532,6384,annual,True,False,90.0,25013.0,8.0,11.0,11.0,True,ads,Cybersecurity
S-34553e,A-d49cc5,Basic,False,950,11400,annual,False,False,44.0,10444.0,3.0,4.0,4.0,False,event,Cybersecurity
S-e6a17a,A-039727,Enterprise,False,4975,59700,annual,True,True,75.0,26857.0,2.0,7.0,7.0,True,organic,EdTech
S-9d36ff,A-2e3bad,Enterprise,True,0,0,monthly,True,False,34.0,7498.0,4.0,3.0,4.0,False,other,FinTech
S-583ae2,A-726cfa,Basic,False,323,3876,annual,False,False,29.0,2798.0,0.0,3.0,3.0,False,partner,DevTools
S-e162d0,A-503d5a,Basic,True,0,0,monthly,True,False,120.0,38896.0,8.0,11.0,12.0,True,other,FinTech
S-96383d,A-39ddf4,Enterprise,False,7960,95520,annual,True,False,54.0,21628.0,3.0,6.0,6.0,True,partner,EdTech
S-f0ad87,A-acb7f7,Basic,True,0,0,annual,False,False,51.0,16968.0,2.0,4.0,5.0,False,ads,EdTech
S-d619ad,A-bc4d48,Pro,True,0,0,monthly,True,False,53.0,15077.0,2.0,5.0,6.0,True,ads,EdTech
S-d65491,A-186a44,Pro,True,0,0,annual,True,False,42.0,13006.0,2.0,4.0,4.0,False,ads,HealthTech
S-34cc51,A-118d55,Basic,False,285,3420,annual,False,False,12.0,192.0,0.0,1.0,1.0,False,organic,Cybersecurity
S-e4ba87,A-e40f45,Basic,False,513,6156,annual,True,False,35.0,5337.0,4.0,4.0,4.0,False,organic,HealthTech
S-709484,A-bcf664,Pro,False,392,4704,annual,True,False,53.0,15831.0,0.0,5.0,5.0,True,other,DevTools
S-631547,A-d82ef9,Basic,True,0,0,annual,False,False,84.0,26334.0,4.0,8.0,8.0,True,other,EdTech
S-d7e65d,A-5a92e7,Pro,False,980,11760,monthly,True,False,17.0,7432.0,0.0,2.0,2.0,False,ads,HealthTech
S-f32440,A-0a282f,Basic,False,760,9120,monthly,True,False,51.0,13598.0,2.0,5.0,5.0,True,organic,DevTools
S-44d025,A-d4ac0e,Pro,False,882,10584,annual,True,False,25.0,7310.0,4.0,3.0,3.0,False,ads,DevTools
S-e3a257,A-84ebe4,Pro,False,882,10584,annual,True,False,6.0,1140.0,2.0,1.0,1.0,False,ads,FinTech
S-6e0562,A-9bfc9f,Pro,False,2597,31164,annual,True,False,30.0,6348.0,3.0,2.0,3.0,False,ads,DevTools
S-11d378,A-f51f16,Basic,False,456,5472,monthly,True,False,24.0,7210.0,0.0,3.0,3.0,False,partner,HealthTech
S-a69559,A-cd458b,Basic,False,190,2280,monthly,False,False,76.0,22611.0,0.0,7.0,7.0,True,other,DevTools
S-984423,A-96e141,Enterprise,False,4975,59700,monthly,True,False,20.0,8845.0,2.0,2.0,2.0,False,partner,DevTools
S-49e3e5,A-6e7827,Basic,False,171,2052,monthly,True,False,15.0,4346.0,0.0,2.0,2.0,False,other,DevTools
S-0b6e58,A-1e1b80,Enterprise,False,9950,119400,annual,False,False,13.0,247.0,0.0,1.0,1.0,False,other,FinTech
S-16ef7a,A-751c58,Basic,True,0,0,monthly,True,False,59.0,19350.0,4.0,6.0,6.0,True,organic,FinTech
S-3fb291,A-f51f16,Enterprise,False,7761,93132,annual,True,False,18.0,3570.0,6.0,3.0,3.0,False,partner,HealthTech
S-f6cd70,A-2ebb4b,Pro,False,2009,24108,annual,True,False,78.0,24082.0,6.0,7.0,8.0,True,ads,HealthTech
S-e7d026,A-0aaf6e,Enterprise,False,17512,210144,annual,True,False,94.0,24865.0,4.0,8.0,10.0,True,organic,FinTech
S-c2fd82,A-84ebe4,Enterprise,True,0,0,monthly,True,True,39.0,12011.0,0.0,3.0,4.0,False,ads,FinTech
S-38131a,A-aa9511,Enterprise,True,0,0,monthly,True,False,19.0,4225.0,0.0,2.0,2.0,False,other,DevTools
S-aa3a36,A-ccc747,Enterprise,True,0,0,monthly,False,False,41.0,10412.0,1.0,4.0,4.0,False,event,HealthTech
S-46eb1c,A-089363,Basic,False,209,2508,annual,False,False,63.0,19122.0,8.0,7.0,7.0,True,event,FinTech
S-6ed77d,A-fe79a5,Enterprise,False,1791,21492,monthly,True,False,55.0,13412.0,7.0,5.0,5.0,True,ads,HealthTech
S-f72b84,A-f44180,Pro,False,441,5292,monthly,True,False,61.0,24201.0,0.0,5.0,6.0,True,event,Cybersecurity
S-0f0d3a,A-ad296b,Basic,False,722,8664,annual,True,True,8.0,4426.0,0.0,2.0,2.0,False,event,DevTools
S-05b080,A-b9eed8,Basic,False,209,2508,monthly,True,False,44.0,19545.0,4.0,4.0,4.0,False,organic,Cybersecurity
S-bae2c4,A-bb1486,Pro,False,3283,39396,annual,True,False,16.0,6479.0,0.0,2.0,2.0,False,organic,HealthTech
S-8ca9f0,A-e693b6,Basic,False,1045,12540,annual,True,True,107.0,22228.0,4.0,8.0,9.0,True,event,FinTech
S-33eb1d,A-02fac6,Enterprise,False,4378,52536,annual,False,False,55.0,13220.0,4.0,6.0,6.0,True,event,FinTech
S-45baac,A-1d5444,Enterprise,False,4776,57312,monthly,False,False,8.0,3176.0,0.0,1.0,1.0,False,partner,Cybersecurity
S-e9dc6e,A-4437e4,Pro,False,1862,22344,annual,True,False,54.0,14065.0,1.0,7.0,7.0,True,event,Cybersecurity
S-871e83,A-8adedc,Enterprise,False,2786,33432,annual,True,False,82.0,22597.0,1.0,6.0,7.0,True,event,EdTech
S-88a47f,A-4437e4,Basic,False,171,2052,annual,True,False,45.0,14841.0,1.0,4.0,4.0,False,event,Cybersecurity
S-9714fa,A-158f4e,Pro,False,2989,35868,annual,True,False,52.0,11737.0,4.0,6.0,6.0,True,other,FinTech
S-c77c84,A-0be015,Basic,True,0,0,monthly,False,False,44.0,16998.0,0.0,3.0,3.0,False,event,FinTech
S-86d360,A-b48f73,Basic,False,1520,18240,monthly,True,False,60.0,20231.0,4.0,5.0,6.0,True,event,EdTech
S-c15fcc,A-fd9422,Basic,False,1102,13224,monthly,False,True,48.0,11865.0,1.0,5.0,5.0,True,organic,Cybersecurity
S-b0ed51,A-98a59a,Enterprise,False,11144,133728,monthly,False,False,76.0,25561.0,4.0,7.0,7.0,True,partner,FinTech
S-2e7756,A-b7b7b7,Pro,False,3283,39396,annual,True,False,30.0,9954.0,1.0,3.0,3.0,False,event,FinTech
S-2fe253,A-1f0636,Pro,True,0,0,annual,True,True,60.0,26334.0,2.0,6.0,6.0,True,partner,EdTech
S-a575f5,A-039727,Basic,False,475,5700,annual,True,False,57.0,15090.0,3.0,5.0,5.0,True,organic,EdTech
S-39bb68,A-d40bf7,Basic,False,1121,13452,monthly,True,False,54.0,8225.0,2.0,5.0,6.0,True,organic,FinTech
S-7685a3,A-6da850,Basic,True,0,0,monthly,True,False,84.0,26510.0,6.0,6.0,7.0,True,organic,FinTech
S-712f3a,A-eb1312,Basic,False,475,5700,monthly,True,True,31.0,3695.0,1.0,3.0,3.0,False,partner,FinTech
S-dfa4c8,A-eb7fac,Pro,False,343,4116,annual,True,True,103.0,33843.0,6.0,9.0,9.0,True,organic,DevTools
S-f3dd83,A-00bed1,Enterprise,True,0,0,monthly,True,False,40.0,9883.0,2.0,5.0,5.0,True,ads,Cybersecurity
S-a900c2,A-4c56c9,Enterprise,False,4776,57312,annual,False,False,50.0,20613.0,2.0,5.0,5.0,True,partner,FinTech
S-302856,A-e1b9cd,Basic,False,760,9120,annual,True,True,85.0,25021.0,6.0,8.0,8.0,True,event,DevTools
S-51b668,A-82d8a6,Basic,False,570,6840,monthly,True,False,10.0,5730.0,0.0,1.0,1.0,False,ads,Cybersecurity
S-310ae0,A-58b9ff,Enterprise,False,398,4776,monthly,True,True,34.0,12444.0,4.0,4.0,4.0,False,partner,DevTools
S-21eeea,A-2b9d3e,Pro,False,1421,17052,monthly,True,False,57.0,16263.0,2.0,5.0,5.0,True,partner,EdTech
S-7b9b62,A-cb5333,Pro,False,1617,19404,monthly,False,False,57.0,17492.0,3.0,5.0,5.0,True,ads,DevTools
S-799da2,A-95b24a,Pro,False,1862,22344,monthly,True,False,45.0,15515.0,3.0,4.0,4.0,False,event,FinTech
S-e82bdc,A-4c38bc,Basic,False,684,8208,annual,True,False,18.0,7560.0,0.0,2.0,2.0,False,event,HealthTech
S-879b43,A-3cc791,Enterprise,False,1194,14328,monthly,True,False,78.0,23645.0,4.0,7.0,7.0,True,other,EdTech
S-6fd24b,A-7988d1,Enterprise,False,6567,78804,monthly,True,False,46.0,11387.0,4.0,4.0,4.0,False,other,Cybersecurity
S-d2e00a,A-4c56c9,Enterprise,False,1791,21492,monthly,True,False,42.0,12306.0,4.0,4.0,5.0,False,partner,FinTech
S-a916cb,A-eb7c38,Enterprise,False,6965,83580,monthly,True,False,68.0,16166.0,1.0,5.0,7.0,True,organic,DevTools
S-3fe1c3,A-0158bb,Enterprise,True,0,0,monthly,True,False,66.0,19601.0,2.0,6.0,6.0,True,partner,FinTech
S-dccf50,A-a09355,Enterprise,False,4577,54924,annual,False,False,73.0,18609.0,6.0,8.0,8.0,True,organic,FinTech
S-023f3c,A-b9eed8,Enterprise,False,2985,35820,annual,False,False,60.0,9342.0,6.0,5.0,6.0,True,organic,Cybersecurity
S-c35f78,A-95b24a,Pro,True,0,0,annual,True,False,76.0,28431.0,10.0,7.0,7.0,True,event,FinTech
S-eb15a1,A-2edab2,Enterprise,False,3383,40596,monthly,True,False,13.0,4394.0,0.0,1.0,1.0,False,event,HealthTech
S-079321,A-e1462e,Pro,False,735,8820,annual,False,False,53.0,16341.0,9.0,6.0,6.0,True,partner,FinTech
S-c25263,A-c7ffc2,Basic,False,570,6840,annual,True,False,80.0,23531.0,1.0,6.0,8.0,True,partner,Cybersecurity
S-a86344,A-00bed1,Pro,False,1764,21168,annual,True,False,50.0,7436.0,3.0,5.0,5.0,True,ads,Cybersecurity
S-4cdee1,A-8b25f2,Enterprise,True,0,0,monthly,True,False,43.0,4270.0,2.0,3.0,3.0,False,ads,Cybersecurity
S-381c99,A-e7a1e2,Basic,False,57,684,monthly,True,False,32.0,10592.0,1.0,4.0,4.0,False,event,Cybersecurity
S-8e719f,A-4437e4,Basic,False,209,2508,annual,True,False,71.0,20830.0,4.0,7.0,7.0,True,event,Cybersecurity
S-d111f5,A-f03140,Basic,False,513,6156,monthly,True,False,81.0,22840.0,3.0,8.0,8.0,True,event,DevTools
S-82484b,A-cab532,Pro,False,1029,12348,annual,True,False,92.0,16790.0,2.0,8.0,10.0,True,organic,DevTools
S-891eb4,A-716841,Pro,False,2205,26460,annual,True,False,79.0,23287.0,2.0,6.0,7.0,True,other,FinTech
S-4e3e04,A-883b7d,Enterprise,False,3383,40596,annual,False,False,46.0,12991.0,1.0,5.0,5.0,True,other,Cybersecurity
S-7679b6,A-7f29a7,Pro,False,2009,24108,annual,False,False,83.0,29368.0,8.0,9.0,9.0,True,event,Cybersecurity
S-de9ce0,A-faa28c,Enterprise,False,9552,114624,annual,True,True,48.0,15331.0,2.0,4.0,4.0,False,organic,HealthTech
S-37d13a,A-029f69,Enterprise,True,0,0,annual,True,False,24.0,4366.0,0.0,3.0,3.0,False,event,Cybersecurity
S-7d0dea,A-69b156,Pro,True,0,0,monthly,True,False,9.0,3672.0,0.0,1.0,1.0,False,other,EdTech
S-83c56d,A-716841,Enterprise,False,8955,107460,monthly,True,False,15.0,2690.0,0.0,3.0,3.0,False,other,FinTech
S-5ee117,A-f5641b,Pro,False,1519,18228,monthly,True,False,22.0,1937.0,0.0,2.0,2.0,False,other,EdTech
S-5e572d,A-94f8c9,Enterprise,False,2587,31044,annual,False,False,35.0,5974.0,1.0,3.0,3.0,False,other,HealthTech
S-7b29d1,A-80eeb6,Enterprise,False,12935,155220,monthly,True,False,47.0,24266.0,4.0,5.0,6.0,True,organic,Cybersecurity
S-ff79f7,A-726cfa,Enterprise,False,3781,45372,monthly,True,False,49.0,10067.0,2.0,5.0,5.0,True,partner,DevTools
S-bb82ac,A-e19ff6,Basic,False,722,8664,annual,True,False,26.0,9760.0,1.0,3.0,3.0,False,partner,Cybersecurity
S-b21a0b,A-b7ef83,Pro,False,833,9996,monthly,True,False,68.0,25690.0,8.0,7.0,7.0,True,partner,Cybersecurity
S-711820,A-08e34e,Basic,False,931,11172,annual,False,False,65.0,18921.0,6.0,6.0,7.0,True,event,EdTech
S-22365f,A-05f0e5,Enterprise,False,6368,76416,annual,True,False,81.0,24923.0,9.0,7.0,7.0,True,partner,FinTech
S-f0d2fd,A-19b2c8,Enterprise,False,5572,66864,annual,True,False,92.0,28122.0,10.0,8.0,10.0,True,other,DevTools
S-f225d0,A-d4ac0e,Basic,False,342,4104,annual,True,False,23.0,3117.0,3.0,3.0,3.0,False,ads,DevTools
S-a10eb2,A-3c1a3f,Basic,True,0,0,annual,False,False,49.0,20474.0,5.0,5.0,6.0,True,event,DevTools
S-78ffdd,A-503d5a,Enterprise,False,2388,28656,monthly,True,False,76.0,26549.0,5.0,7.0,7.0,True,other,FinTech
S-97a010,A-dcc3f1,Enterprise,True,0,0,monthly,True,False,80.0,17535.0,8.0,8.0,8.0,True,event,HealthTech
S-7785af,A-a1b80b,Enterprise,False,3184,38208,monthly,False,False,40.0,10118.0,0.0,4.0,4.0,False,organic,HealthTech
S-120ae3,A-781cc0,Basic,False,646,7752,annual,True,False,32.0,9830.0,3.0,3.0,3.0,False,organic,EdTech
S-37b59a,A-2d1036,Pro,False,3381,40572,annual,True,True,40.0,5074.0,0.0,4.0,4.0,False,ads,FinTech
S-f36371,A-34d880,Enterprise,False,6965,83580,monthly,False,False,63.0,17173.0,10.0,7.0,7.0,True,ads,Cybersecurity
S-329a60,A-c16cf7,Basic,False,1596,19152,annual,True,False,47.0,17129.0,1.0,4.0,5.0,False,event,EdTech
S-5ca11a,A-309e54,Enterprise,False,9552,114624,annual,True,False,66.0,22935.0,2.0,6.0,7.0,True,other,DevTools
S-c8fa77,A-56962b,Basic,False,3097,37164,monthly,True,False,28.0,7159.0,3.0,3.0,3.0,False,partner,EdTech
S-016b5f,A-977ca0,Enterprise,True,0,0,monthly,True,False,46.0,12798.0,6.0,4.0,5.0,False,partner,HealthTech
S-cf2b4a,A-9f9299,Pro,False,1372,16464,monthly,True,True,54.0,18276.0,9.0,7.0,7.0,True,organic,FinTech
S-6f1051,A-e98302,Enterprise,False,6766,81192,annual,True,False,56.0,17314.0,6.0,6.0,7.0,True,ads,EdTech
S-33db08,A-fa3095,Basic,False,1330,15960,annual,True,False,71.0,33715.0,3.0,7.0,7.0,True,ads,FinTech
S-4daf2d,A-297a2d,Enterprise,False,5373,64476,annual,True,False,63.0,17237.0,10.0,6.0,6.0,True,event,HealthTech
S-4ed997,A-d82ef9,Pro,False,1274,15288,annual,True,False,83.0,30185.0,7.0,8.0,8.0,True,other,EdTech
S-8ae507,A-72799b,Pro,False,980,11760,annual,False,False,85.0,24622.0,6.0,8.0,9.0,True,event,DevTools
S-3eb206,A-b179bf,Enterprise,False,8557,102684,monthly,True,False,65.0,16827.0,1.0,3.0,6.0,False,ads,Cybersecurity
S-6643a2,A-331424,Pro,True,0,0,monthly,True,False,63.0,22561.0,0.0,5.0,5.0,True,organic,DevTools
S-41ca59,A-692f18,Enterprise,False,7363,88356,monthly,True,False,38.0,8384.0,1.0,3.0,3.0,False,other,EdTech
S-720c17,A-4e0e85,Pro,True,0,0,annual,True,False,12.0,4692.0,0.0,1.0,1.0,False,organic,DevTools
S-afc545,A-0baac2,Basic,False,627,7524,annual,True,False,28.0,10167.0,0.0,3.0,3.0,False,organic,FinTech
S-5e6fc2,A-52dd88,Basic,False,437,5244,annual,True,False,88.0,26657.0,7.0,8.0,9.0,True,ads,Cybersecurity
S-9dcef8,A-b30291,Basic,False,779,9348,monthly,True,False,28.0,5306.0,1.0,3.0,3.0,False,event,HealthTech
S-389426,A-922109,Pro,False,147,1764,monthly,True,False,82.0,22058.0,2.0,7.0,7.0,True,ads,Cybersecurity
S-1131ff,A-0f7d77,Basic,True,0,0,monthly,True,True,46.0,22585.0,3.0,5.0,5.0,True,partner,FinTech
S-c9da7a,A-0651a4,Basic,False,304,3648,monthly,True,False,39.0,10788.0,0.0,3.0,3.0,False,organic,HealthTech
S-eabe72,A-5790f4,Basic,False,627,7524,monthly,False,False,28.0,9528.0,2.0,3.0,3.0,False,event,FinTech
S-fffeb8,A-69fad4,Enterprise,False,1990,23880,annual,True,False,48.0,13808.0,8.0,4.0,5.0,False,ads,FinTech
S-92dede,A-9208f0,Basic,False,76,912,monthly,True,False,36.0,9786.0,2.0,4.0,4.0,False,organic,EdTech
S-8d122e,A-e6afc1,Enterprise,False,3184,38208,monthly,True,False,103.0,22144.0,4.0,9.0,9.0,True,ads,DevTools
S-285534,A-49b828,Basic,False,247,2964,annual,True,False,49.0,17560.0,3.0,4.0,4.0,False,ads,FinTech
S-1cebf9,A-dfbd31,Pro,False,2940,35280,annual,True,False,16.0,3614.0,3.0,2.0,2.0,False,partner,DevTools
S-36ad61,A-a09355,Pro,False,686,8232,monthly,True,False,33.0,6105.0,0.0,3.0,3.0,False,organic,FinTech
S-9fbee8,A-49b828,Pro,False,490,5880,annual,True,False,21.0,6059.0,1.0,2.0,2.0,False,ads,FinTech
S-d5d8ef,A-e51ec7,Enterprise,False,16517,198204,monthly,False,False,16.0,6352.0,0.0,2.0,2.0,False,partner,FinTech
S-418b7c,A-35083d,Pro,False,931,11172,annual,True,False,87.0,33933.0,1.0,7.0,8.0,True,partner,HealthTech
S-506cbd,A-9c18c4,Enterprise,False,3781,45372,annual,False,True,32.0,13393.0,0.0,4.0,4.0,False,ads,HealthTech
S-ee5448,A-cc1d8d,Basic,False,171,2052,annual,True,False,41.0,8083.0,5.0,5.0,5.0,True,other,FinTech
S-d32441,A-781cc0,Enterprise,False,2388,28656,annual,True,True,19.0,4384.0,0.0,2.0,2.0,False,organic,EdTech
S-7f5316,A-856b1e,Basic,True,0,0,monthly,True,False,71.0,26738.0,6.0,6.0,7.0,True,partner,FinTech
S-bdf8bf,A-cdf020,Pro,False,1519,18228,monthly,True,True,63.0,16291.0,2.0,6.0,6.0,True,organic,DevTools
S-795878,A-5b1bcd,Enterprise,False,14527,174324,annual,True,False,44.0,13493.0,2.0,5.0,5.0,True,organic,DevTools
S-2fc8fa,A-65a46c,Pro,False,637,7644,monthly,False,False,44.0,16529.0,4.0,4.0,4.0,False,event,HealthTech
S-c508b3,A-671f31,Enterprise,False,11741,140892,annual,False,False,13.0,2363.0,0.0,2.0,2.0,False,ads,DevTools
S-42d724,A-7a0d69,Pro,True,0,0,annual,True,False,59.0,13977.0,4.0,6.0,7.0,True,ads,DevTools
S-bd9394,A-039727,Enterprise,True,0,0,annual,False,False,46.0,12033.0,2.0,4.0,4.0,False,organic,EdTech
S-9b12da,A-702032,Pro,False,1372,16464,annual,True,True,76.0,21217.0,4.0,6.0,6.0,True,ads,HealthTech
S-3632aa,A-f25509,Enterprise,False,6368,76416,monthly,True,False,27.0,7549.0,1.0,3.0,3.0,False,other,EdTech
S-9488ec,A-1e1b80,Enterprise,False,9950,119400,annual,False,False,91.0,32496.0,5.0,9.0,9.0,True,other,FinTech
S-f40318,A-e19ff6,Enterprise,True,0,0,annual,False,False,38.0,16581.0,3.0,4.0,4.0,False,partner,Cybersecurity
S-214edb,A-558c72,Basic,False,1463,17556,monthly,True,False,30.0,13243.0,0.0,3.0,3.0,False,organic,FinTech
S-d43a40,A-4e0e85,Basic,True,0,0,annual,True,False,53.0,15955.0,6.0,5.0,6.0,True,organic,DevTools
S-565c4b,A-7920cc,Basic,False,741,8892,annual,True,False,16.0,8380.0,0.0,2.0,2.0,False,ads,Cybersecurity
S-1ebe39,A-0651a4,Enterprise,False,3781,45372,annual,True,False,21.0,6377.0,4.0,2.0,2.0,False,organic,HealthTech
S-dc3bbc,A-80eeb6,Pro,False,1225,14700,annual,True,False,24.0,6840.0,1.0,2.0,2.0,False,organic,Cybersecurity
S-937207,A-8bde0c,Enterprise,False,2388,28656,monthly,True,False,37.0,16239.0,6.0,5.0,5.0,True,organic,DevTools
S-14c8b9,A-aa9511,Enterprise,False,6567,78804,monthly,True,False,22.0,10428.0,1.0,2.0,2.0,False,other,DevTools
S-fd648e,A-396e5f,Pro,False,1813,21756,annual,False,False,10.0,4280.0,0.0,2.0,2.0,False,other,Cybersecurity
S-3b3fac,A-7641d3,Basic,False,190,2280,annual,True,False,51.0,17597.0,5.0,4.0,4.0,False,partner,EdTech
S-561850,A-0a62f5,Pro,False,784,9408,annual,True,False,97.0,30910.0,2.0,8.0,9.0,True,partner,FinTech
S-2ded36,A-a1b80b,Enterprise,False,3184,38208,annual,True,False,26.0,9554.0,5.0,2.0,2.0,False,organic,HealthTech
S-6904e6,A-39b19f,Pro,False,784,9408,monthly,True,False,59.0,15369.0,4.0,6.0,6.0,True,partner,FinTech
S-07f282,A-88c6ca,Enterprise,False,995,11940,monthly,True,False,84.0,17718.0,2.0,8.0,8.0,True,ads,FinTech
S-343743,A-2d1036,Pro,False,3381,40572,annual,True,False,89.0,22341.0,7.0,8.0,8.0,True,ads,FinTech
S-d92159,A-b30291,Pro,False,245,2940,annual,True,False,102.0,29906.0,1.0,8.0,8.0,True,event,HealthTech
S-a9916f,A-054577,Pro,False,343,4116,annual,True,False,16.0,2960.0,4.0,2.0,2.0,False,ads,EdTech
S-ec690c,A-328bd0,Basic,False,342,4104,annual,True,False,64.0,14945.0,8.0,7.0,7.0,True,partner,HealthTech
S-ee2669,A-e43bf7,Enterprise,False,8756,105072,annual,True,False,34.0,10890.0,0.0,5.0,5.0,True,other,Cybersecurity
S-e6cfc1,A-1e6fc3,Basic,True,0,0,annual,True,True,67.0,22691.0,2.0,6.0,7.0,True,other,EdTech
S-195f9b,A-92a333,Pro,False,686,8232,annual,True,False,77.0,28028.0,8.0,8.0,8.0,True,event,FinTech
S-704b48,A-a7bd4b,Enterprise,True,0,0,annual,False,True,34.0,2714.0,2.0,2.0,2.0,False,ads,Cybersecurity
S-a1d67e,A-bbc346,Pro,False,980,11760,annual,False,False,29.0,12744.0,1.0,3.0,3.0,False,partner,FinTech
S-55a3e4,A-f5641b,Pro,False,1519,18228,annual,False,False,38.0,10770.0,1.0,3.0,3.0,False,other,EdTech
S-ffd591,A-157070,Basic,False,323,3876,monthly,True,True,11.0,3033.0,0.0,2.0,2.0,False,ads,FinTech
S-f0972b,A-b7b7b7,Enterprise,False,5373,64476,monthly,True,False,65.0,22929.0,0.0,6.0,7.0,True,event,FinTech
S-65491f,A-039727,Pro,False,1225,14700,monthly,False,False,48.0,14741.0,6.0,3.0,4.0,False,organic,EdTech
S-ad26e3,A-c37601,Pro,True,0,0,monthly,False,True,30.0,9510.0,0.0,2.0,2.0,False,partner,EdTech
S-53fa80,A-462d45,Enterprise,False,2786,33432,monthly,True,False,52.0,13334.0,4.0,5.0,6.0,True,partner,Cybersecurity
S-592443,A-c1dfe1,Enterprise,False,5174,62088,monthly,False,False,16.0,4116.0,0.0,2.0,2.0,False,ads,DevTools
S-6c6e91,A-2bc93d,Pro,False,1519,18228,monthly,True,False,45.0,15165.0,0.0,2.0,3.0,False,event,HealthTech
S-c17a35,A-1ac5e0,Pro,False,1617,19404,monthly,False,False,84.0,24177.0,4.0,6.0,7.0,True,event,DevTools
S-3a79ac,A-f92792,Basic,True,0,0,monthly,True,False,47.0,8339.0,0.0,4.0,4.0,False,ads,FinTech
S-2f138c,A-ce66f8,Pro,False,1421,17052,annual,True,False,108.0,30832.0,1.0,8.0,9.0,True,event,EdTech
S-d2b5db,A-db5e9e,Pro,True,0,0,annual,False,False,93.0,22729.0,0.0,9.0,9.0,True,partner,DevTools
S-b6c0a0,A-443b7c,Basic,False,57,684,monthly,True,False,34.0,9407.0,1.0,3.0,3.0,False,other,Cybersecurity
S-770018,A-149a69,Enterprise,False,6766,81192,annual,False,False,73.0,24270.0,2.0,6.0,6.0,True,event,DevTools
S-18f7e5,A-2789e3,Enterprise,False,5970,71640,annual,True,False,38.0,17576.0,3.0,4.0,4.0,False,partner,FinTech
S-80632f,A-068fc6,Pro,False,1715,20580,monthly,False,False,19.0,1800.0,0.0,2.0,2.0,False,event,EdTech
S-c0e639,A-7920cc,Pro,True,0,0,annual,True,False,41.0,10513.0,0.0,4.0,4.0,False,ads,Cybersecurity
S-63606e,A-7a0d69,Pro,False,196,2352,monthly,True,False,30.0,13039.0,1.0,3.0,3.0,False,ads,DevTools
S-038c7d,A-712426,Basic,True,0,0,monthly,True,False,34.0,13047.0,0.0,4.0,4.0,False,other,HealthTech
S-0c03b0,A-39b19f,Pro,False,1764,21168,monthly,False,False,48.0,12913.0,1.0,4.0,5.0,False,partner,FinTech
S-18f829,A-a33200,Pro,False,1764,21168,annual,True,False,32.0,5919.0,3.0,4.0,4.0,False,partner,HealthTech
S-4bfa1d,A-ce550d,Pro,False,1715,20580,monthly,True,True,44.0,17470.0,4.0,5.0,5.0,True,event,HealthTech
S-c657b6,A-7c5768,Enterprise,False,995,11940,annual,True,False,72.0,16144.0,5.0,7.0,7.0,True,event,HealthTech
S-8b721c,A-8b25f2,Enterprise,False,5572,66864,annual,True,False,72.0,22346.0,0.0,6.0,7.0,True,ads,Cybersecurity
